customer_id,name,phone,tenure_months,complaints,support_calls,login_frequency,monthly_expenditure,plan_type,join_date,churn,churn_score
885,"Preeti Ghosh",9800000885,35,1,2,26,47199.41,Platinum,2023-10-07,0,9.17
886,"Vihaan Shah",9800000886,4,4,7,3,19786.60,Standard,2026-05-07,1,83.84
887,"Shruti Tiwari",9800000887,3,5,6,4,11665.11,Basic,2026-06-07,1,81.75
888,"Siddharth Mahajan",9800000888,34,1,0,24,33598.89,Premium,2023-11-07,0,8.72
889,"Farhan Kulkarni",9800000889,27,2,4,5,15534.29,Standard,2024-06-07,1,56.06
890,"Kabir Trivedi",9800000890,33,0,1,19,47206.55,Platinum,2023-12-07,0,10.83
891,"Sai Chauhan",9800000891,35,1,3,23,45434.15,Platinum,2023-10-07,0,3.33
892,"Ramesh Nair",9800000892,9,5,6,2,12286.31,Basic,2025-12-07,1,91.73
893,"Ramesh Thakur",9800000893,21,1,3,20,35426.74,Premium,2024-12-07,0,49.30
894,"Gaurav Chandra",9800000894,7,4,5,1,8318.39,Basic,2026-02-07,1,79.13
895,"Charu Reddy",9800000895,36,0,0,22,32494.07,Premium,2023-09-07,0,5.59
896,"Suraj Pandey",9800000896,45,0,3,21,49562.00,Platinum,2022-12-07,0,8.96
897,"Ashok Rao",9800000897,40,1,2,26,34924.04,Premium,2023-05-07,0,4.03
898,"Swati Thakur",9800000898,45,0,1,22,51801.44,Platinum,2022-12-07,0,2.74
899,"Rahul Naidu",9800000899,1,5,7,5,8965.57,Basic,2026-08-07,1,94.92
900,"Vinay Agarwal",9800000900,32,0,1,23,49283.93,Platinum,2024-01-07,0,8.25
901,"Kabir Joshi",9800000901,45,1,0,23,51483.85,Platinum,2022-12-07,0,7.21
902,"Saanvi Tiwari",9800000902,23,1,3,12,32633.34,Premium,2024-10-07,0,37.93
903,"Simran Jain",9800000903,11,1,6,16,24949.46,Standard,2025-10-07,0,46.41
904,"Vihaan Mahajan",9800000904,38,1,0,24,34687.71,Premium,2023-07-07,0,2.25
905,"Ishita Reddy",9800000905,27,4,4,6,22166.81,Standard,2024-06-07,0,37.61
906,"Snehal Reddy",9800000906,45,0,0,21,49282.99,Platinum,2022-12-07,0,10.65
907,"Rohan Singh",9800000907,24,1,6,9,22885.55,Standard,2024-09-07,0,29.14
908,"Raj Verma",9800000908,45,0,1,22,45413.51,Platinum,2022-12-07,0,6.04
909,"Kabir Reddy",9800000909,45,0,0,27,36179.01,Premium,2022-12-07,0,5.58
910,"Sunita Sethi",9800000910,37,0,2,25,49865.47,Platinum,2023-08-07,0,2.31
911,"Sanjay Shah",9800000911,7,6,7,2,13321.87,Basic,2026-02-07,1,97.31
912,"Ishita Agarwal",9800000912,15,1,1,5,29940.82,Premium,2025-06-07,0,44.43
913,"Rakesh Pillai",9800000913,39,0,3,28,41709.46,Platinum,2023-06-07,0,3.84
914,"Reyansh Dutta",9800000914,10,4,8,5,12030.11,Basic,2025-11-07,1,83.01
915,"Ira Deshmukh",9800000915,39,0,1,19,26837.71,Premium,2023-06-07,0,3.93
916,"Raj Jain",9800000916,20,2,5,16,35586.59,Premium,2025-01-07,0,33.06
917,"Aditi Deshmukh",9800000917,48,1,2,23,34795.67,Premium,2022-09-07,0,10.78
918,"Aryan Sethi",9800000918,43,0,1,28,50101.52,Platinum,2023-02-07,0,10.59
919,"Farhan Mukherjee",9800000919,2,6,5,1,17789.76,Standard,2026-07-07,1,94.25
920,"Ayesha Dutta",9800000920,45,1,3,28,44389.82,Platinum,2022-12-07,0,4.23
921,"Rakesh Rana",9800000921,9,6,5,4,8063.55,Basic,2025-12-07,1,82.78
922,"Tanya Thakur",9800000922,32,1,1,20,46789.75,Platinum,2024-01-07,0,10.72
923,"Kartik Chatterjee",9800000923,29,0,3,21,30433.22,Premium,2024-04-07,0,2.43
924,"Diya Thakur",9800000924,25,1,1,15,25652.86,Standard,2024-08-07,0,47.01
925,"Vihaan Pillai",9800000925,16,4,6,17,22186.70,Standard,2025-05-07,1,53.06
926,"Kabir Nair",9800000926,35,1,2,23,45785.32,Platinum,2023-10-07,0,8.04
927,"Siddharth Pandey",9800000927,2,6,7,2,8944.14,Basic,2026-07-07,1,90.04
928,"Sai Verma",9800000928,21,1,4,20,21498.70,Standard,2024-12-07,0,47.42
929,"Karan Joshi",9800000929,10,6,6,2,8235.15,Basic,2025-11-07,1,89.45
930,"Shreya Kulkarni",9800000930,44,1,0,28,51367.05,Platinum,2023-01-07,0,4.17
931,"Bhavya Joshi",9800000931,7,6,6,5,15091.30,Standard,2026-02-07,1,91.19
932,"Kabir Rana",9800000932,47,0,1,24,41302.84,Platinum,2022-10-07,0,4.02
933,"Advait Banerjee",9800000933,47,0,1,25,47197.77,Platinum,2022-10-07,0,10.78
934,"Aarohi Bhatia",9800000934,3,6,5,4,10222.26,Basic,2026-06-07,1,78.87
935,"Aisha Reddy",9800000935,43,1,2,27,50894.31,Platinum,2023-02-07,0,10.37
936,"Rahul Ghosh",9800000936,8,4,5,3,11262.39,Basic,2026-01-07,1,83.16
937,"Yash Bhatia",9800000937,14,1,4,11,29159.02,Premium,2025-07-07,0,38.87
938,"Kartik Yadav",9800000938,19,4,5,16,35917.99,Premium,2025-02-07,0,39.92
939,"Priya Mahajan",9800000939,43,0,2,26,43045.33,Platinum,2023-02-07,0,5.07
940,"Ansh Patel",9800000940,31,0,3,20,32100.12,Premium,2024-02-07,0,9.86
941,"Sara Shah",9800000941,1,4,6,4,16612.26,Standard,2026-08-07,1,79.28
942,"Swati Bansal",9800000942,23,4,5,14,31974.73,Premium,2024-10-07,1,56.37
943,"Rakesh Joshi",9800000943,17,3,2,6,31105.48,Premium,2025-04-07,0,48.95
944,"Payal Mukherjee",9800000944,4,6,5,2,9655.62,Basic,2026-05-07,1,85.99
945,"Zara Sen",9800000945,27,1,6,7,31495.93,Premium,2024-06-07,0,49.78
946,"Swati Yadav",9800000946,19,2,5,11,19443.52,Standard,2025-02-07,0,28.14
947,"Advait Menon",9800000947,2,6,7,3,18817.65,Standard,2026-07-07,1,97.13
948,"Ayesha Verma",9800000948,40,1,1,23,45506.18,Platinum,2023-05-07,0,6.61
949,"Advait Sharma",9800000949,2,5,6,2,16474.56,Standard,2026-07-07,1,85.06
950,"Varun Menon",9800000950,2,5,7,1,9070.91,Basic,2026-07-07,1,84.28
951,"Reyansh Jain",9800000951,4,5,6,2,13236.45,Basic,2026-05-07,1,82.14
952,"Arjun Kulkarni",9800000952,2,4,5,4,12585.47,Basic,2026-07-07,1,88.83
953,"Sara Chandra",9800000953,26,3,4,10,35160.07,Premium,2024-07-07,0,36.41
954,"Swati Das",9800000954,9,5,8,5,10083.73,Basic,2025-12-07,1,95.21
955,"Preeti Patel",9800000955,42,1,0,18,44553.14,Platinum,2023-03-07,0,3.01
956,"Snehal Tiwari",9800000956,5,4,7,4,16058.58,Standard,2026-04-07,1,81.68
957,"Anita Rao",9800000957,39,1,3,22,46856.92,Platinum,2023-06-07,0,11.79
958,"Priya Kumar",9800000958,35,1,3,21,37509.78,Premium,2023-10-07,0,3.50
959,"Pooja Kaur",9800000959,27,3,4,14,24443.52,Standard,2024-06-07,0,29.43
960,"Zara Pillai",9800000960,5,5,5,4,9558.61,Basic,2026-04-07,1,85.21
961,"Pranav Bose",9800000961,2,5,6,5,11894.79,Basic,2026-07-07,1,81.49
962,"Akash Bansal",9800000962,43,1,0,24,45565.02,Platinum,2023-02-07,0,11.57
963,"Gaurav Chauhan",9800000963,23,1,1,10,18448.30,Standard,2024-10-07,0,47.59
964,"Harsh Pandey",9800000964,25,3,6,19,17022.75,Standard,2024-08-07,0,28.69
965,"Ansh Singh",9800000965,30,0,1,24,26765.51,Premium,2024-03-07,0,10.79
966,"Krishna Agarwal",9800000966,44,0,0,22,41011.74,Platinum,2023-01-07,0,11.32
967,"Jyoti Rathi",9800000967,5,5,6,2,9023.65,Basic,2026-04-07,1,78.70
968,"Dev Bhatia",9800000968,19,4,2,10,30565.43,Premium,2025-02-07,1,50.47
969,"Bhavya Gupta",9800000969,20,3,4,12,30418.60,Premium,2025-01-07,0,38.97
970,"Rachit Agarwal",9800000970,9,4,7,3,8049.90,Basic,2025-12-07,1,96.44
971,"Shruti Jain",9800000971,37,0,0,26,44940.83,Platinum,2023-08-07,0,7.61
972,"Rakesh Kaur",9800000972,48,1,3,21,31066.87,Premium,2022-09-07,0,4.40
973,"Kiran Das",9800000973,9,5,8,2,15094.44,Standard,2025-12-07,1,83.79
974,"Ritu Reddy",9800000974,10,5,6,3,8297.79,Basic,2025-11-07,1,88.70
975,"Navya Agarwal",9800000975,8,6,5,2,8088.35,Basic,2026-01-07,1,82.34
976,"Shruti Kapoor",9800000976,42,0,2,19,51419.73,Platinum,2023-03-07,0,2.56
977,"Ashok Jain",9800000977,17,3,4,5,23449.60,Standard,2025-04-07,0,35.47
978,"Tarun Rathi",9800000978,34,1,0,26,42501.37,Platinum,2023-11-07,0,5.89
979,"Payal Tiwari",9800000979,12,1,3,20,27987.24,Premium,2025-09-07,1,54.63
980,"Anika Sharma",9800000980,7,5,5,2,17508.18,Standard,2026-02-07,1,85.92
981,"Manish Chandra",9800000981,26,2,3,7,20499.11,Standard,2024-07-07,0,48.58
982,"Zara Saxena",9800000982,6,6,6,5,14754.96,Standard,2026-03-07,1,82.65
983,"Ira Ghosh",9800000983,42,0,0,24,41616.79,Platinum,2023-03-07,0,10.99
984,"Nitin Arora",9800000984,26,2,5,10,18560.49,Standard,2024-07-07,0,42.05
985,"Kabir Trivedi",9800000985,3,5,7,3,10724.47,Basic,2026-06-07,1,93.52
986,"Krishna Desai",9800000986,47,1,1,23,47899.47,Platinum,2022-10-07,0,7.39
987,"Vinay Kapoor",9800000987,45,0,2,23,43864.29,Platinum,2022-12-07,0,2.96
988,"Sanjay Trivedi",9800000988,32,0,0,21,28299.40,Premium,2024-01-07,0,2.32
989,"Kartik Saxena",9800000989,19,1,3,12,26708.74,Premium,2025-02-07,1,55.91
990,"Vivaan Ghosh",9800000990,30,1,0,23,51258.93,Platinum,2024-03-07,0,6.16
991,"Pooja Dutta",9800000991,36,0,0,22,28590.80,Premium,2023-09-07,0,7.19
992,"Zara Yadav",9800000992,17,2,5,12,35475.03,Premium,2025-04-07,0,44.75
993,"Vidya Banerjee",9800000993,10,5,8,4,15000.86,Standard,2025-11-07,1,81.61
994,"Sai Chandra",9800000994,45,1,2,23,51962.20,Platinum,2022-12-07,0,10.45
995,"Charu Deshmukh",9800000995,38,0,1,24,51113.76,Platinum,2023-07-07,0,4.54
996,"Sara Tiwari",9800000996,1,5,5,5,13341.95,Basic,2026-08-07,1,78.13
997,"Preeti Sen",9800000997,5,6,6,1,10133.93,Basic,2026-04-07,1,80.77
998,"Rachit Kumar",9800000998,5,4,8,5,18405.60,Standard,2026-04-07,1,92.47
999,"Karan Mahajan",9800000999,46,0,2,18,46915.40,Platinum,2022-11-07,0,2.78
1000,"Kiran Mahajan",9800001000,24,4,1,12,34494.78,Premium,2024-09-07,1,55.86
1001,"Ramesh Dutta",9800001001,20,1,3,9,22675.46,Standard,2025-01-07,0,32.60
1002,"Ishita Kulkarni",9800001002,47,0,1,24,30731.87,Premium,2022-10-07,0,3.32
1003,"Aryan Kulkarni",9800001003,45,1,2,19,45213.89,Platinum,2022-12-07,0,8.98
1004,"Rohan Chopra",9800001004,7,6,6,5,12414.01,Basic,2026-02-07,1,82.92
1005,"Nitin Saxena",9800001005,13,1,6,18,18831.39,Standard,2025-08-07,0,37.62
1006,"Reyansh Rana",9800001006,33,1,3,27,26538.53,Premium,2023-12-07,0,10.18
1007,"Pranav Sharma",9800001007,2,4,5,2,19560.38,Standard,2026-07-07,1,95.38
1008,"Kartik Sethi",9800001008,31,1,3,25,28508.11,Premium,2024-02-07,0,7.38
1009,"Arjun Pillai",9800001009,45,1,1,28,32996.06,Premium,2022-12-07,0,8.64
1010,"Vinay Chopra",9800001010,4,6,7,1,13671.06,Basic,2026-05-07,1,79.33
1011,"Raj Khanna",9800001011,28,1,3,21,46102.48,Platinum,2024-05-07,0,9.10
1012,"Aarohi Agarwal",9800001012,16,2,5,19,33124.69,Premium,2025-05-07,0,29.19
1013,"Kabir Chopra",9800001013,16,1,3,16,18325.59,Standard,2025-05-07,1,57.88
1014,"Aryan Mehta",9800001014,23,1,5,13,18759.65,Standard,2024-10-07,0,39.79
1015,"Charu Sethi",9800001015,18,4,2,9,18436.21,Standard,2025-03-07,0,46.16
1016,"Aryan Bhatia",9800001016,3,6,6,2,12230.82,Basic,2026-06-07,1,88.48
1017,"Raj Gupta",9800001017,46,0,2,19,51383.22,Platinum,2022-11-07,0,3.18
1018,"Diya Gupta",9800001018,41,1,2,25,49860.38,Platinum,2023-04-07,0,8.37
1019,"Anita Verma",9800001019,3,4,7,5,9385.47,Basic,2026-06-07,1,82.64
1020,"Sunita Desai",9800001020,8,4,8,3,10324.76,Basic,2026-01-07,1,87.48
